PScore_6052,Weight_6052,MatchId,Id,锘縄D,text,patchSetNum,changeId,createTime,commitTime,timeDiff,reviewStatus,fileNum,churn,authorNum,comments,patchsetCounts,Overall,Text
0.809757438,0,,23,23,,3,278,2016/4/15 16:13,2016/8/5 7:31,2679,2,12,578,5,18,5,0,
0.809757438,0,,24,24,,3,278,2016/4/15 16:13,2016/8/5 7:31,2679,2,12,578,5,18,5,0,
0.809757438,1,19,25,25,,3,278,2016/4/15 16:13,2016/8/5 7:31,2679,2,12,578,5,18,5,1,
0.809757438,1,20,26,26,,3,278,2016/4/15 16:13,2016/8/5 7:31,2679,2,12,578,5,18,5,1,
0.809757438,0,,27,27,,3,278,2016/4/15 16:13,2016/8/5 7:31,2679,2,12,578,5,18,5,0,
0.809757438,1,21,28,28,,3,278,2016/4/15 16:13,2016/8/5 7:31,2679,2,12,578,5,18,5,1,
0.443825861,1,38,29,29,,4,278,2016/4/15 16:13,2016/10/31 4:00,4763,2,12,568,3,6,5,1,
0.443825861,1,57,30,30,,4,278,2016/4/15 16:13,2016/10/31 4:00,4763,2,12,568,3,6,5,1,
0.38856003,1,13032,31,31,,5,278,2016/4/15 16:13,2016/11/7 17:08,4944,2,12,568,3,4,5,0,
0.349957717,1,134,32,32,,1,280,2016/11/8 8:33,2016/11/8 8:47,0,2,1,17,2,4,4,1,
0.371587015,1,144,33,33,,1,282,2016/11/10 7:38,2016/11/10 7:39,0,2,2,51,2,5,2,1,
0.398059463,1,13033,34,34,,4,284,2016/10/31 15:32,2016/11/4 2:12,82,2,9,334,3,4,9,0,
0.425637864,1,13583,35,35,,5,284,2016/10/31 15:32,2016/11/4 14:23,94,2,9,360,3,5,9,0,
0.352166704,1,12800,36,36,,1,290,2016/11/9 21:53,2016/11/9 21:53,0,2,1,2,3,3,1,0,
0.383498616,1,12953,37,37,,2,310,2016/11/1 11:09,2016/11/4 10:44,71,2,5,260,3,4,3,0,
0.443745541,1,29,38,38,,1,328,2016/11/8 12:54,2016/11/8 12:54,0,2,3,1712,4,5,1,0,
0.58465154,1,466,39,39,,1,345,2016/11/3 12:53,2016/11/3 12:53,0,2,2,21,3,11,5,1,
0.58465154,1,653,40,40,,1,345,2016/11/3 12:53,2016/11/3 12:53,0,2,2,21,3,11,5,1,
0.388118983,1,3550,41,41,,4,345,2016/11/3 12:53,2016/11/5 7:22,42,2,1,37,3,4,5,0,
0.277263515,1,15154,42,42,,3,362,2016/11/6 14:16,2016/11/7 16:49,26,2,6,165504,1,1,3,0,
0.333957626,1,13339,43,43,,1,362,2016/11/6 14:16,2016/11/6 14:16,0,2,6,165504,2,2,3,0,
0.381030805,1,658,44,44,,1,381,2016/10/26 16:59,2016/10/26 16:59,0,2,1,3,2,5,6,1,
0.354534972,1,13340,45,45,,2,424,2016/11/4 19:16,2016/11/4 19:38,0,2,3,24,3,3,2,0,
0.486766958,1,7458,46,46,,7,426,2016/10/13 21:43,2016/10/27 20:52,335,2,5,36,4,6,7,0,
